TRU,START_DATE,END_DATE,STATUS_DESCRIPTION,STREET_ACTIVITY,PREMISE_NO,STREET_NAME,BOROUGH,ZIP_CODE,FACILITY_AKA,FACILITY_TYPE,BIN,BLOCK,LOT,CROSS_STREET_ON,CROSS_STREET_BETWEEN,CROSS_STREET_AND,BUILDING_OWNER_NAME,CONTRACTOR_NAME,AIR_MONITOR_NAME,ENTIRE_FLOOR,FLOOR,SECTION,ACM_TYPE,ACM_AMOUNT,ACM_UNIT,ABATEMENT_TYPE,PROCEDURE_NAME,LATITUDE,LONGITUDE,COMMUNITY_BOARD,COUNCIL_DISTRICT,CENSUS_TRACT,BBL,NTA
TRU5147BX18,02/22/2018 12:00:00 AM,02/14/2019 12:00:00 AM,Closed,No,700,East 156th Street,Bronx,10455,St. Mary's Park Houses Bldg.# 5,Residence,2093932,02628,0001,,,,New York City Housing Authority (NYCHA),"AMC United, Inc.",Genesis Environmental Consultants Inc.,No,21,21B,VAT,688,Square Feet,Removal,VAT Protocol in NYCHA Apt,40.818348,-73.907059,1,17,75,2026280001,Melrose South-Mott Haven North
TRU5464QN17,12/29/2017 12:00:00 AM,12/06/2018 12:00:00 AM,Postponed,No,66-40,Kissena Blvd,Queens,11367,Razran Hall - Queens College,School,4467569,06517,0250,,,,Dormitory Authority State of New York (DASNY),"International Asbestos Removal, Inc.","LiRo Engineers, Inc.",Yes,Bsmt,,Electrical Board/Panels,125,Square Feet,Removal,CODE 56 State Owned Bldgs,40.735683,-73.814713,8,24,809,4065170250,Kew Gardens Hills
TRU5643MN18,04/02/2018 12:00:00 AM,03/19/2019 12:00:00 AM,Submitted,No,18,West 18th Street,Manhattan,10011,,,1015426,00819,0056,,,,"17-18 Management Co, LLC c/o CA White, Inc.","Nova Development Group, Inc.",Enviro-Pro Unltd Corp.,No,7th,Kitchen Area,Floor Fill Material,10,Square Feet,Removal,Tent,40.738859,-73.99266,5,3,54,1008190056,Hudson Yards-Chelsea-Flatiron-Union Square
TRU5200QN18,03/23/2018 12:00:00 AM,03/08/2019 12:00:00 AM,Closed,No,754,Caffrey Avenue,Queens,11691,,Residence,4298405,15571,0055,,,,Mendel Warshawsky,Windsor Environmental Corp,Golden Eco Services Inc.,No,basement,front,VAT,600,Square Feet,Removal,Interior Foam,40.602656,-73.742579,14,31,101002,4155710055,Far Rockaway-Bayswater
TRU5814BK17,02/16/2018 12:00:00 AM,12/12/2018 12:00:00 AM,Submitted,No,18,MARLBOROUGH ROAD,Brooklyn,11226,P.S 249,School,3116438,05075,0001,,,,NYC School Construction Authority (NYCSCA),"Insaren, Inc.","J.C. Broderick & Associates, Inc.",No,THIRD,ROOM 306,RADIATOR INSULATION,36,Square Feet,Removal,DEP Variance,40.64971,-73.966046,14,40,506,3050750001,Flatbush
TRU6250MN17,01/08/2018 12:00:00 AM,12/18/2018 12:00:00 AM,Submitted,No,214,West 72nd Street,Manhattan,10023,,Residence,1030422,01163,0042,,,,Aventis-72nd LLC,"Alba Environmental, Inc.",Enviro-Pro Unltd Corp.,No,4th Floor,Rear Side,Pipe Insulation,12,Linear Feet,Removal,Tent & Glovebag,40.779041,-73.982665,7,6,159,1011630042,Lincoln Square
TRU5230BX18,03/15/2018 12:00:00 AM,03/07/2019 12:00:00 AM,Closed,No,1402,Commonwealth Ave,Bronx,10472,,Residence,2028158,03897,0001,,,,Manuel Azone,JME Environmental Corp.,3E Environmental Inc.,No,Basement,Boiler Room,Pipe Insulation,30,Linear Feet,Removal,Tent,40.834925,-73.868986,9,18,76,2038970001,West Farms-Bronx River
TRU5719MN18,04/09/2018 12:00:00 AM,03/28/2019 12:00:00 AM,Submitted,No,463,West Street,Manhattan,10014,55 Bethune Street,Residence,1012047,00639,0001,,,,Westbeth Corp HDFC Inc.,New York Insulation Inc.,"Assessment Resources & Technologies, Inc.",No,9,Light Well - East Elevation Exterior Facade,Window Glaze,4,Square Feet,Removal,DEP Variance,40.736757,-74.009959,2,3,79,1006390001,West Village
TRU5211BK18,02/20/2018 12:00:00 AM,02/11/2019 12:00:00 AM,Submitted,No,2920,Campus Road,Brooklyn,11210,Brooklyn College,School,3327321,07556,0150,,,,Dormitory Authority State of New York (DASNY),"Abatech Industries, Inc.","LiRo Engineers, Inc.",No,Basement,Rooms 023A and adjacent sides,VAT/Mastic,400,Square Feet,Removal,CODE 56 State Owned Bldgs,40.63164,-73.948142,14,45,772,3075560150,Flatbush
TRU5826BK17,12/12/2017 12:00:00 AM,12/13/2018 12:00:00 AM,Closed,No,611,Blake Ave,Brooklyn,11207,Unity Plaza Bldg 3,Residence,3328035,03770,0001,,,,New York City Housing Authority (NYCHA),"Alpha Environmental Services, Inc.","Enviro-Probe, Inc.",No,4th,Apt 4E,Wall,17,Square Feet,Removal,Tent,40.667611,-73.896379,5,42,1156,3037700001,East New York (Pennsylvania Ave)
TRU5403MN18,03/06/2018 12:00:00 AM,02/21/2019 12:00:00 AM,Submitted,Yes,,,Manhattan,10001,,,,,,West 33 Street,8 Avenue,9 Avenue,"Consolidated Edison   Company of NY, Inc.","Consolidated Edison Company Of New York, Inc.",Omega Environmental Services Inc.,No,Vault,V4803,Arc-Proof Tape,50,Linear Feet,Removal,DEP Variance,,,,,,,
TRU5448QN17,02/03/2018 12:00:00 AM,12/04/2018 12:00:00 AM,Closed,No,135-29,226th St.,Queens,11413,,Residence,4281834,13121,0023,,,,Kadian Miller,Advanced Environmental Restoration Corp.,Novirex LLC,No,Basement,Bedroom,vinyl asbestos floor tile,260,Square Feet,Removal,Interior Foam,40.675179,-73.745234,13,31,646,4131210023,Laurelton
TRU5140MN18,04/16/2018 12:00:00 AM,01/21/2019 12:00:00 AM,Postponed,No,440,East 105th Street,Manhattan,10029,East River Houses Bldg#5 GR1429265,Residence,1083949,01696,0001,,,,New York City Housing Authority (NYCHA),"Atco Contracting Group, Inc.",Amiantos LLC,No,Roof,Bulkhead,Wall Joint Caulking,1,Square Feet,Removal,Exterior Vertical Surface,40.78829,-73.93901,11,8,162,1016960001,East Harlem South
TRU6175MN17,12/15/2017 12:00:00 AM,12/06/2018 12:00:00 AM,Closed,No,685,West End Ave,Manhattan,10025,,Residence,1034135,01252,0050,,,,Tom Chippas,AVI 212 Inc.,"Ade Cool Water, Inc.",No,9,"Appt 9A, mid bedroom",floor tile,151,Square Feet,Removal,Tent,40.793521,-73.974485,7,6,179,1012520050,Upper West Side
TRU5213MN18,02/06/2018 12:00:00 AM,01/29/2019 12:00:00 AM,Closed,No,150,East 73rd Street,Manhattan,10021,,,1042858,01407,0051,,,,Greg Beard,"ABF Environmental, Inc.",Total Quality Environmental Inc.,No,7th Floor,Apartment7D,pipe insulation,120,Linear Feet,Removal,Tent,40.77098,-73.961431,8,4,128,1014070051,Upper East Side-Carnegie Hill
TRU5242BK18,02/22/2018 12:00:00 AM,02/14/2019 12:00:00 AM,Submitted,No,31,New York Avenue,Brooklyn,11216,P.S. 93K,School,3053993,01868,0007,,,,NYC Dept of Education (NYCDOE),"D & S Restoration, Inc.","ATC Group Services, LLC",No,Bsmnt,B-1 Boys Bathroom,Pipe Insulation,45,Linear Feet,Removal,Tent,40.679097,-73.94684,3,36,247,3018680007,Crown Heights North
TRU5147MN18,01/30/2018 12:00:00 AM,01/22/2019 12:00:00 AM,Closed,No,435,East 52nd Street,Manhattan,10022,,Commercial,1040155,01364,0022,,,,"River House Realty Co., Inc",AGG Environmental Corp.,Creative Environment Solutions Corporation,No,Cellar,West fan room,Vibration damper,15,Square Feet,Removal,Tent,40.754763,-73.964361,6,4,8603,1013640022,Turtle Bay-East Midtown
TRU5104BX18,02/06/2018 12:00:00 AM,02/05/2019 12:00:00 AM,Submitted,No,760,Gun Hill Road,Bronx,10467,Immaculate Conception School,School,2057021,04631,0075,,,,Immaculate Conception Church,"NSC Abatement Services,Inc.","Adelaide Environmental Health Associates, Inc.",No,Basement,Nurses Room,VAT,110,Square Feet,Removal,Interior Foam,40.876633,-73.864113,12,12,372,2046310075,Williamsbridge-Olinville
TRU5223BK18,02/27/2018 12:00:00 AM,02/12/2019 12:00:00 AM,Submitted,No,2703,West 33rd Street,Brooklyn,11224,NYCHA Gravesend Bld. #3 - GR1508593,,3331084,06964,0002,,,,New York City Housing Authority (NYCHA),Maven Construction Corp.,Genesis Environmental Consultants Inc.,No,2,Entrance Canopy,Tar to Seams at Gravel Stop,14,Square Feet,Removal,Exterior Foam,40.579863,-74.000482,13,47,330,3069640002,Seagate-Coney Island
TRU5142BX18,02/27/2018 12:00:00 AM,02/13/2019 12:00:00 AM,Submitted,No,239,Mount Eden Parkway,Bronx,10457,,Residence,2007385,02793,0022,,,,Mount Eden Development LLC,"ABF Environmental, Inc.",Global Green Environmental Inc.,Yes,Basement,,window caulking,10,Square Feet,Removal,Exterior Vertical Surface,40.842868,-73.908163,4,15,22902,2027930022,Mount Hope
TRU5099QN18,02/15/2018 12:00:00 AM,02/06/2019 12:00:00 AM,Submitted,No,48-10,31 Avenue,Queens,11103,William C. Bryant HS (Q445),School,4013655,00738,0002,,,,NYC School Construction Authority (NYCSCA),A Quest Corporation,"TRC Engineers, Inc.",No,1st Floor,Room 109,pipe insulation,3,Linear Feet,Removal,Tent,40.75823,-73.910514,1,26,163,4007380002,Astoria
TRU5418BX17,02/05/2018 12:00:00 AM,11/30/2018 12:00:00 AM,Submitted,No,3290,Laconia Avenue,Bronx,10469,,Commercial,2811534,4614,30,,,,"Consolidated Edison   Company of NY, Inc.","NorthStar Contracting Group, Inc.",Omega Environmental Services Inc.,No,2nd,control room,electrcial componens,100,Square Feet,Removal,DEP Variance,,,,,,,
TRU5422BX17,12/11/2017 12:00:00 AM,12/03/2018 12:00:00 AM,Closed,No,2519,Creston Avenue,Bronx,10468,Parking Lot,Commercial,,03175,0026,,,,Daniel Radson,JVN Restoration Inc.,"Hillmann Consulting, LLC",No,Ground,Exterior Parking Lot West Wall,Flashing,12,Square Feet,Removal,Exterior Vertical Surface,40.8634,-73.897679,7,14,401,2031750026,Bedford Park-Fordham North
TRU5412MN18,03/01/2018 12:00:00 AM,02/21/2019 12:00:00 AM,Submitted,No,1211,6th Avenue,Manhattan,10036,,Commercial,1022678,01000,0029,,,,1211 6th Avenue Property Owner LLC,Pal Environmental Safety Corp.,"Hillmann Consulting, LLC",No,13th,North East Side,Floor Tile & Mastic,150,Square Feet,Removal,DEP Variance,40.758393,-73.981537,5,4,125,1010000029,Midtown-Midtown South
TRU5283BK18,02/24/2018 12:00:00 AM,02/21/2019 12:00:00 AM,Submitted,No,39,Auburn Place,Brooklyn,11205,Homeless Shelter,Residence,3251647,02039,0101,,,,NYC Dept of Homeless Services,"AMC United, Inc.",Testor Technology Environmental Services Inc.,No,2,Room 264,Pipe Insulation,33,Linear Feet,Removal,Tent & Glovebag,40.694398,-73.976318,2,35,2901,3020390101,Fort Greene
TRU5470MN18,03/07/2018 12:00:00 AM,02/27/2019 12:00:00 AM,Submitted,No,415,East 64 Street,Manhattan,10065,415 - 423 E 64 St,Residence,1078392,01459,0010,,,,"Stahl York Avenue Co., LLC",Atlantic Sun Construction Corp.,The ALC Group LLC dba ALC Environmental,No,Roof,South & North Main Roof,Window Glaze,3,Square Feet,Removal,Exterior Vertical Surface,40.762369,-73.958794,8,5,116,1014590010,Lenox Hill-Roosevelt Island
TRU5510QN17,01/06/2018 12:00:00 AM,12/27/2018 12:00:00 AM,Submitted,No,90-20,191 STREET,Queens,11423,,School,4438804,10446,0020,,,,NYC MUSLIM CENTER,"Pioneer General Construction Co., LLC",M2M Environmental Services Corp,No,ground,room W3,pipe & fitting insulation,45,Linear Feet,Removal,DEP Variance,40.713355,-73.769353,12,23,482,4104460020,Hollis
TRU5358MN18,03/02/2018 12:00:00 AM,02/15/2019 12:00:00 AM,Closed,No,205,East 67th Street,Manhattan,10065,215 E 67th Street,Commercial,1081220,01422,0005,,,,Fox Televisions Stations LLC,U.S. Environmental Abatement Corp.,"JLC Environmental Consultants, Inc.",No,4th,N/E Side of Cafe and Center,VAT/Mastic,1170,Square Feet,Removal,Interior Foam,40.766397,-73.962524,8,4,118,1014220005,Lenox Hill-Roosevelt Island
TRU5246BK18,03/20/2018 12:00:00 AM,02/15/2019 12:00:00 AM,Submitted,No,31,Bartlett Street,Brooklyn,11206,,Residence,3061452,02269,0052,,,,NYC Housing Preservation & Development (NYCHPD),"Cid Construction Services, LLC","Sound Environmental Associates, LLC",Yes,Roof,,Tar flashing,1000,Square Feet,Removal,Controlled Demolition,40.700794,-73.946992,1,33,507,3022690052,Bedford
TRU5053BK18,01/10/2018 12:00:00 AM,01/11/2019 12:00:00 AM,Closed,No,611,Blake Ave,Brooklyn,11207,Unity Plaza Bldg # 3,Residence,3328035,03770,0001,,,,New York City Housing Authority (NYCHA),"Alpha Environmental Services, Inc.","Enviro-Probe, Inc.",No,4th,Apt 4A,Wall,12,Square Feet,Removal,Tent,40.667611,-73.896379,5,42,1156,3037700001,East New York (Pennsylvania Ave)
TRU6160MN17,12/14/2017 12:00:00 AM,12/06/2018 12:00:00 AM,Closed,No,215,East 68th Street,Manhattan,10065,,Residence,1043903,01423,0010,,,,"Rudin Mgmt. Co. Inc AAF 215 East 68th Street, LP",AZZ Environmental NYC Inc.,Advanced Environmental Corp,No,27,Apartment# 27B,VAT,125,Square Feet,Removal,Tent,40.766737,-73.961387,8,4,118,1014230010,Lenox Hill-Roosevelt Island
TRU5418MN18,02/22/2018 12:00:00 AM,02/21/2019 12:00:00 AM,Submitted,No,2698,Frederick Douglas Boulevard,Manhattan,10030,Drew Hamilton Houses,Residence,1060431,02029,0001,,,,New York City Housing Authority (NYCHA),"New York Environmental Systems, Inc.",Genesis Environmental Consultants Inc.,No,14th,"APTS A,B,F,J,M",Floor Tile and Mastic,5,Square Feet,Removal,Tent,40.821706,-73.94273,10,9,232,1020290001,Central Harlem North-Polo Grounds
TRU5647MN18,03/22/2018 12:00:00 AM,03/19/2019 12:00:00 AM,Submitted,No,62,East 92nd Street,Manhattan,10128,Brick Church,School,1047027,01503,0044,,,,Brick Presbyterian Corporation,New York Insulation Inc.,Advanced Environmental Corp.,No,2nd,Bathrooms,Pipe Insulation,45,Linear Feet,Removal,Tent,40.7844,-73.955411,8,4,16001,1015030044,Upper East Side-Carnegie Hill
TRU5029BK18,01/10/2018 12:00:00 AM,01/08/2019 12:00:00 AM,Closed,No,53,Aster Court,Brooklyn,11229,,Residence,3250099,08939,0888,,,,Alicia Trust,Apex Development of NY,Exclusive Testing Labs Inc.,No,Roof,Chimney Area,Vent Flashing,20,Square Feet,Removal,Exterior Foam,40.594063,-73.927305,15,46,628,3089390888,Sheepshead Bay-Gerritsen Beach-Manhattan Beach
TRU5224BK18,03/01/2018 12:00:00 AM,02/12/2019 12:00:00 AM,Submitted,No,2719,West 33rd Street,Brooklyn,11224,NYCHA Gravesend Bld. #13 - GR1508593,,3331098,06964,0002,,,,New York City Housing Authority (NYCHA),Maven Construction Corp.,Genesis Environmental Consultants Inc.,No,1,Unassigned Room,Pipe / Pipe Joint Insulation,7,Linear Feet,Removal,DEP Variance,40.579473,-74.000414,13,47,330,3069640002,Seagate-Coney Island
TRU5104BK18,01/30/2018 12:00:00 AM,01/22/2019 12:00:00 AM,Submitted,No,413,Baltic Street,Brooklyn,11217,"NYCHA Gowanus, Bld. #6 - GR1429247",,3323297,00392,0001,,,,New York City Housing Authority (NYCHA),Maven Construction Corp.,Genesis Environmental Consultants Inc.,No,5,Exterior Facade,Masonry Waterproofing,2,Square Feet,Removal,Exterior Vertical Surface,40.683753,-73.98901,6,33,71,3003920001,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
TRU5578MN18,04/02/2018 12:00:00 AM,03/12/2019 12:00:00 AM,Postponed,No,535,East 70th Street,Manhattan,10021,Hospital for Special Surgery,Hospital,1046256,01482,0020,,,,Hospital for Special Surgery,"ACA Environmental Services, Inc.",Omega Environmental Services Inc.,No,Basement,MRI Suite A,Wall Mastic,140,Square Feet,Removal,Tent,40.765211,-73.953886,8,5,124,1014820020,Lenox Hill-Roosevelt Island
TRU6152MN17,01/18/2018 12:00:00 AM,12/05/2018 12:00:00 AM,Closed,No,350,Park Avenue,Manhattan,10022,,Commercial,1035473,01287,0033,,,,Vornado Realty Trust,"ABF Environmental, Inc.","Warren & Panzer, Engineers, P.C",Yes,17th Floor,,columns spray-on fireproofing,1300,Square Feet,Removal,DEP Variance,40.758224,-73.973231,5,4,102,1012870033,Midtown-Midtown South
TRU5121BX18,02/16/2018 12:00:00 AM,02/07/2019 12:00:00 AM,Closed,No,1368,Webster Avenue,Bronx,10456,Butler Houses Bldg.# 3,Residence,2092072,02894,0001,,,,New York City Housing Authority (NYCHA),"AMC United, Inc.",Genesis Environmental Consultants Inc.,No,2,2A,VAT,665,Square Feet,Removal,VAT Protocol in NYCHA Apt,40.835492,-73.907805,3,16,14701,2028940001,Claremont-Bathgate
TRU5506MN18,03/12/2018 12:00:00 AM,03/01/2019 12:00:00 AM,Closed,No,322,East 57th Street,Manhattan,10022,,Residence,1039990,01349,0041,,,,J.P. Molyneux,ALD Services Corp.,Skybridge Restoration Inc.,No,16A,Living Room,Vapor Barrier,490,Square Feet,Removal,Interior Foam,40.758869,-73.964272,6,5,108,1013490041,Turtle Bay-East Midtown
TRU5139BX18,02/23/2018 12:00:00 AM,02/12/2019 12:00:00 AM,Submitted,No,2245,Randall Ave,Bronx,10473,"Castle Hill Houses Bldg 9, Contract BW1504738",Residence,2092678,03573,0001,,,,New York City Housing Authority (NYCHA),Abax  Incorporated,Athenica Environmental Services Inc.,No,Roof,"Bulkhead Wall Elevations A, B, C & D","Flashing, Tar Waterproofing Materials",200,Square Feet,Removal,Exterior Vertical Surface,40.819195,-73.846762,9,18,90,2035730001,Soundview-Castle Hill-Clason Point-Harding Park
TRU5170BX18,02/23/2018 12:00:00 AM,02/21/2019 12:00:00 AM,Closed,No,4125,Carpenter Avenue,Bronx,10466,X103,School,2062883,04823,0001,,,,NYC Dept of Education (NYCDOE),Linear Environmental Corp.,KAM Consultants Corporation,No,1st Floor,Stairwell 'E' & 'F' (Landing),Pipe Insulation,14,Linear Feet,Removal,Tent & Glovebag,40.892151,-73.861466,12,12,420,2048230001,Williamsbridge-Olinville
TRU5476QN17,12/21/2017 12:00:00 AM,12/11/2018 12:00:00 AM,Closed,No,120,Warwick Avenue,Queens,11363,LaGrassa,Residence,4168104,08026,0025,,,,Mr. Edward LaGrassa,U.S. Environmental Abatement Corp.,"Ace Environmental Services, Inc.",No,Exterior,Sun Room Roof,Roofing/Flashing,255,Square Feet,Removal,Exterior Foam,40.778515,-73.75189,11,19,1483,4080260025,Douglas Manor-Douglaston-Little Neck
TRU5139BX18,02/23/2018 12:00:00 AM,02/12/2019 12:00:00 AM,Submitted,No,2245,Randall Ave,Bronx,10473,"Castle Hill Houses Bldg 9, Contract BW1504738",Residence,2092678,03573,0001,,,,New York City Housing Authority (NYCHA),Abax  Incorporated,Athenica Environmental Services Inc.,No,5,Exterior Facade Elevations 1 - 20,"Flashing, Tar Waterproofing Materials",324,Square Feet,Removal,Exterior Vertical Surface,40.819195,-73.846762,9,18,90,2035730001,Soundview-Castle Hill-Clason Point-Harding Park
TRU5090BK18,02/03/2018 12:00:00 AM,01/18/2019 12:00:00 AM,Submitted,No,601,Parkside Avenue,Brooklyn,11226,P.S 92K,School,3115866,05049,0055,,,,NYC Dept of Education (NYCDOE),"D & S Restoration, Inc.","ATC Group Services, LLC",No,1st,Room# 125,Floor Tile,815,Square Feet,Removal,Interior Foam,40.656046,-73.953742,9,40,802,3050490055,Prospect Lefferts Gardens-Wingate
TRU5135BX18,02/21/2018 12:00:00 AM,02/12/2019 12:00:00 AM,Closed,No,1755,Bruckner Blvd.,Bronx,10472,Sotomayor Houses Bldg.# 14,Residence,2092796,03725,0001,,,,New York City Housing Authority (NYCHA),"AMC United, Inc.",Genesis Environmental Consultants Inc.,No,3,3G,VAT,793,Square Feet,Removal,VAT Protocol in NYCHA Apt,40.825292,-73.867134,9,18,44,2037250001,Soundview-Bruckner
TRU5274QN18,06/01/2018 12:00:00 AM,03/28/2019 12:00:00 AM,Submitted,No,76-03,58th Road,Queens,11379,n/a,Residence,4063365,02823,0023,,,,Mr. Pawel Zalewski,Abatek Corp.,"Environmental Management Services, Inc.",No,1st,front roof,caulking on roof shingles,10,Square Feet,Removal,Exterior Vertical Surface,40.725602,-73.884105,5,30,507,4028230023,Middle Village
TRU5443QN17,01/24/2018 12:00:00 AM,12/03/2018 12:00:00 AM,Submitted,No,90-01,Beach Channel Drive,Queens,11693,,,4303515,16124,0033,,,,Harmony Rockaway LLC,ACT Construction Industry LLC,"U. Stiv Environmental Svces, Inc.",No,basement,vertical runs pipe between floors,pipe,100,Linear Feet,Removal,Tent & Glovebag,40.589316,-73.815656,14,32,94202,4161240033,Hammels-Arverne-Edgemere
TRU5041BK18,02/20/2018 12:00:00 AM,01/10/2019 12:00:00 AM,Closed,No,510,Clermont Avenue,Brooklyn,11238,PS 753 SPED(K085),School,3057521,02008,0001,,,,NYC School Construction Authority (NYCSCA),"Empire Control Abatement, Inc.","Louis Berger & Assoc., P.C.",No,2,Rm 1 - Infirmary,Tar Inside Speaker,2,Square Feet,Removal,DEP Variance,40.682533,-73.968769,2,35,179,3020080001,Fort Greene
TRU5407BK18,04/02/2018 12:00:00 AM,03/13/2019 12:00:00 AM,Postponed,No,7223,RIDGE BOULEVARD,Brooklyn,11209,,Other,3147279,05907,0001,,,,NYC Dept of Design & Construction (NYCDDC),M.A.B. Renovation Group Corp.,KAM Consultants Corporation,No,ROOF,PARAPET WALL SOUTH,LIMESTONE CAULKING,15,Square Feet,Removal,Exterior Vertical Surface,40.633942,-74.029709,10,43,66,3059070001,Bay Ridge
TRU5814BK17,02/16/2018 12:00:00 AM,12/12/2018 12:00:00 AM,Submitted,No,18,MARLBOROUGH ROAD,Brooklyn,11226,P.S 249,School,3116438,05075,0001,,,,NYC School Construction Authority (NYCSCA),"Insaren, Inc.","J.C. Broderick & Associates, Inc.",No,SECOND,CORRIDOR,RADIATOR INSULATION,24,Square Feet,Removal,DEP Variance,40.64971,-73.966046,14,40,506,3050750001,Flatbush
TRU5298MN18,02/15/2018 12:00:00 AM,02/07/2019 12:00:00 AM,Submitted,No,287,Park Avenue South,Manhattan,10010,105 East 22nd Street - United Charities Building,Commercial,1018010,00878,0001,,,,SHS Upper City NY III LLC,New York Insulation Inc.,"Assessment Resources & Technologies, Inc.",No,Roof,Bulkhead E & F,Wall Tar,48,Square Feet,Removal,Exterior Vertical Surface,40.739685,-73.98672,5,2,68,1008780001,Gramercy
TRU5455MN18,02/28/2018 12:00:00 AM,02/26/2019 12:00:00 AM,Submitted,No,181,Mercer Street,Manhattan,10012,,Other,1090263,00524,0066,,,,German Roa,JVN Restoration Inc.,"Consulting And Testing Services, Inc.",No,SB,Exterior NW Corner,Pipe Sleeve Tar / Flashing,30,Linear Feet,Removal,Tent,40.726135,-73.997337,2,1,5501,1005240066,West Village
TRU5003MN18,02/12/2018 12:00:00 AM,01/01/2019 12:00:00 AM,Submitted,No,301,Park Avenue,Manhattan,10022,,Commercial,1084771,01304,7501,,,,AB Stable LLC,Pal Environmental Safety Corp.,"Hillmann Consulting, LLC",Yes,06,,Duct Insulation,1213,Square Feet,Removal,DEP Variance,40.756648,-73.974358,5,4,100,1013047501,Turtle Bay-East Midtown
TRU5383MN18,03/01/2018 12:00:00 AM,02/19/2019 12:00:00 AM,Closed,No,200,West 131st Street,Manhattan,10027,Saint Nicholas Houses Bldg 13,Residence,1081515,01933,0050,,,,New York City Housing Authority (NYCHA),"New York Environmental Systems, Inc.",The ALC Group LLC dba ALC Environmental,No,12th,12A,VAT,648,Square Feet,Removal,VAT Protocol in NYCHA Apt,40.812812,-73.945739,10,9,224,1019330050,Central Harlem North-Polo Grounds
TRU5621MN18,03/26/2018 12:00:00 AM,03/15/2019 12:00:00 AM,Postponed,No,321,West 78 Street,Manhattan,10024,,Residence,1031114,01186,0059,,,,321 West 78 Street Corp.,New York Insulation Inc.,"Assessment Resources & Technologies, Inc.",No,4,West Elevation Exterior Facade,Window Caulk,1,Square Feet,Removal,Exterior Vertical Surface,40.783869,-73.982133,7,6,167,1011860059,Upper West Side
